Code,Company,Industry,Exchange
APCOTEXIND,Apcotex Industries Limited,Other Industrial Goods,NSE
APEX,Apex Frozen Foods Limited,Packaged Foods,NSE
APEX,Apex Frozen Foods Limited,Packaged Foods,BSE
APIL,Avi Products India Ltd,Comm.Trading  & Distribution,BSE
APIS,APIS INDIA LTD.,Other Food Products,BSE
APLAB,APLAB LTD.-$,Other Elect.Equip./ Prod.,BSE
APLAPOLLO,APL Apollo Tubes Limited,Iron & Steel Products,NSE
APLAPOLLO,APL Apollo Tubes Limited,Iron & Steel Products,BSE
APLLTD,Alembic Pharmaceuticals Limited,Pharmaceuticals,NSE
APLLTD,Alembic Pharmaceuticals Limited,Pharmaceuticals,BSE
APMFINVEST,APM Finvest Ltd,Finance (including NBFCs),BSE
APMIN,APM INDUSTRIES LTD.-$,Textiles,BSE
APOLLO,Apollo Micro Systems Limited,Defence,NSE
APOLLO,Apollo Micro Systems Limited,Defence,BSE
APOLLOFI,APOLLO FINVEST (INDIA) LTD.,Other Financial Services,BSE
APOLLOHOSP,Apollo Hospitals Enterprise Limited,Healthcare Facilities,BSE
APOLLOHOSP,Apollo Hospitals Enterprise Limited,Healthcare Facilities,NSE
APOLLOPIPE,Apollo Pipes Limited,,NSE
APOLLOPIPES,Apollo Pipes Ltd,Plastic Products,BSE
APOLLOTRI,Apollo Tricoat Tubes Ltd,Comm.Trading  & Distribution,BSE
APOLLOTYRE,Apollo Tyres Limited,Auto Tyres & Rubber Products,NSE
APOLLOTYRE,Apollo Tyres Limited,Auto Tyres & Rubber Products,BSE
APOLSINHOT,Apollo Sindoori Hotels Limited,,NSE
APTECHT,Aptech Limited,IT Training Services,BSE
APTECHT,Aptech Limited,IT Training Services,NSE
ARAMBHAN,Arambhan Hospitality Services Ltd,Restaurants,BSE
ARAVALIS,ARAVALI SECURITIES & FINANCE LTD.,Comm.Trading  & Distribution,BSE
ARCEEIN,ARCEE INDUSTRIES LTD.,Plastic Products,BSE
ARCFIN,ARC Finance Ltd,Other Financial Services,BSE
ARCHIDPLY,Archidply Industries Limited,Forest Products,BSE
ARCHIDPLY,Archidply Industries Limited,Forest Products,NSE
ARCHIES,Archies Limited,Gift Articles-Toys & Cards ,NSE
ARCHIES,Archies Limited,Gift Articles-Toys & Cards ,BSE
ARCHITORG,ARCHIT ORGANOSYS LTD.,Commodity Chemicals,BSE
AREALTY,ALCHEMIST REALTY LTD.,Realty,BSE
ARENTERP,Rajdarshan Industries Limited,Construction & Engineering,BSE
ARENTERP,Rajdarshan Industries Limited,Construction & Engineering,NSE
AREXMIS,AREX INDUSTRIES LTD.,Textiles,BSE
AREYDRG,AAREY DRUGS & PHARMACEUTICALS LTD.,Pharmaceuticals,BSE
ARFIN,Arfin India Ltd,Aluminium,BSE
ARHNTTO,ARIHANT TOURNESOL LTD.,Comm.Trading  & Distribution,BSE
ARIES,Aries Agro Limited,Fertilizers,NSE
ARIES,Aries Agro Limited,Fertilizers,BSE
ARIHANT,Arihant Foundations & Housing Limited,Realty,NSE
ARIHANT,Arihant Foundations & Housing Limited,Realty,BSE
ARIHANTINS,Arihant Institute Ltd,Education,BSE
ARIHANTSUP,Arihant Superstructures Limited,,NSE
ARIHCAPM,ARIHANT CAPITAL MARKETS LTD.,Other Financial Services,BSE
ARISE,ARIHANT&#39;S SECURITIES LTD.,Misc.Commercial Services,BSE
ARISINT,ARIS INTERNATIONAL LTD.,IT Consulting & Software,BSE
ARL,Anand Rayons Ltd,Comm.Trading  & Distribution,BSE
ARMAN,Arman Holdings Ltd,Investment Companies,BSE
ARMANFIN,Arman Financial Services Limited,Finance (including NBFCs),BSE
ARMANFIN,Arman Financial Services Limited,Finance (including NBFCs),NSE
ARNOLD,Arnold Holdings Ltd,Finance (including NBFCs),BSE
AROGRANITE,Aro Granite Industries Limited,Construction Materials,NSE
AROGRANITE,Aro Granite Industries Limited,Construction Materials,BSE
AROMAENT,AROMA ENTERPRISES (INDIA) LTD.,Misc.Commercial Services,BSE
ARROWGREEN,Arrow Greentech Limited,Plastic Products,NSE
ARROWGREEN,Arrow Greentech Limited,Plastic Products,BSE
ARSHIYA,Arshiya Limited,Transportation - Logistics,BSE
ARSHIYA,Arshiya Limited,Transportation - Logistics,NSE
ARSSINFRA,ARSS Infrastructure Projects Limited,Construction & Engineering,BSE
ARSSINFRA,ARSS Infrastructure Projects Limited,Construction & Engineering,NSE
ARTEFACT,ARTEFACT PROJECTS LTD.,Consulting Services,BSE
ARTEMISELC,Artemis Electricals Ltd,Non-Durable Household Prod.,BSE
ARTEMISMED,Artemis Medicare Services Limited,Healthcare Services,NSE
ARTEMISMED,Artemis Medicare Services Limited,Healthcare Services,BSE
ARTSONEN,ARTSON ENGINEERING LTD.,Industrial Machinery,BSE
ARUNAHTEL,ARUNA HOTELS LTD.,Hotels,BSE
ARUNIS,Arunis Abode Ltd,Other Financial Services,BSE
ARVEE,Arvee Laboratories (India) Limited,,NSE
ARVIND,Arvind Limited,Textiles,NSE
ARVIND,Arvind Limited,Textiles,BSE
ARVINDFASN,Arvind Fashions Limited,Other Apparels & Accessories,BSE
ARVINDFASN,Arvind Fashions Limited,Other Apparels & Accessories,NSE
ARVSMART,Arvind SmartSpaces Limited,Realty,BSE
ARVSMART,Arvind SmartSpaces Limited,Realty,NSE
ARYACAPM,Aryaman Capital Markets Ltd,Other Financial Services,BSE
ARYAMAN,ARYAMAN FINANCIAL SERVICES LTD.,Finance (including NBFCs),BSE
ARYAN,Aryan Share and Stock Brokers Ltd,Other Financial Services,BSE
ARYAVAN,Aryavan Enterprise Ltd,Iron & Steel/Interm.Products,BSE
ASAHIIND,Asahi Industries Limited,Textiles,BSE
ASAHIINDIA,Asahi India Glass Limited,Auto Parts & Equipment,NSE
ASAHIINDIA,Asahi India Glass Limited,Auto Parts & Equipment,BSE
ASAHISONG,Asahi Songwon Colors Limited,Specialty Chemicals,NSE
ASAHISONG,Asahi Songwon Colors Limited,Specialty Chemicals,BSE
ASAL,Automotive Stampings and Assemblies Limited,Auto Parts & Equipment,NSE
ASAL,Automotive Stampings and Assemblies Limited,Auto Parts & Equipment,BSE
ASALCBR,Associated Alcohols & Breweries Ltd.,Breweries & Distilleries,BSE
ASALCBR,Associated Alcohols & Breweries Ltd.,Breweries & Distilleries,NSE
ASHAI,ASHIANA AGRO INDUSTRIES LTD.,Edible Oils,BSE
ASHAPURMIN,Ashapura Minechem Limited,Mining,BSE
ASHAPURMIN,Ashapura Minechem Limited,Mining,NSE
ASHCAP,ASHIRWAD CAPITAL LTD.,Other Financial Services,BSE
ASHFL,Akme Star Housing Finance Ltd,Housing Finance ,BSE
ASHIANA,Ashiana Housing Limited,Realty,NSE
ASHIANA,Ashiana Housing Limited,Realty,BSE
ASHIKACR,ASHIKA CREDIT CAPITAL LTD.,Finance (including NBFCs),BSE
ASHIMASYN,Ashima Limited,Textiles,BSE
ASHIMASYN,Ashima Limited,Textiles,NSE
ASHIS,ASHIANA ISPAT LTD.,Iron & Steel/Interm.Products,BSE
ASHISHPO,ASHISH POLYPLAST LTD.,Plastic Products,BSE
ASHNI,Ashnisha Industries Ltd,Comm.Trading  & Distribution,BSE
ASHNOOR,ASHNOOR TEXTILE MILLS LTD.,Textiles,BSE
ASHOKA,Ashoka Buildcon Limited,Roads & Highways,NSE
ASHOKA,Ashoka Buildcon Limited,Roads & Highways,BSE
ASHOKALC,ASHOK ALCO-CHEM LTD.,Commodity Chemicals,BSE
ASHOKLEY,Ashok Leyland Limited,Commercial Vehicles,NSE
ASHOKLEY,Ashok Leyland Limited,Commercial Vehicles,BSE
ASHOKRE,ASHOKA REFINERIES LTD.,Other Agricultural Products,BSE
ASHRAM,ASHRAM ONLINE.COM LTD.,Healthcare Services,BSE
ASHSI,ASHIRWAD STEELS & INDUSTRIES LTD.,Iron & Steel/Interm.Products,BSE
ASHUTPM,ASHUTOSH PAPER MILLS LTD.,Paper & Paper Products,BSE
ASIACAP,Asia Capital Ltd,Finance (including NBFCs),BSE
ASIANENE,Asian Energy Services Ltd,Oil Equipment & Services,BSE
ASIANHOTNR,Asian Hotels (North) Limited,Hotels,NSE
ASIANHOTNR,Asian Hotels (North) Limited,Hotels,BSE
ASIANPAINT,Asian Paints Limited,Furniture-Furnishing-Paints,NSE
ASIANPAINT,Asian Paints Limited,Furniture-Furnishing-Paints,BSE
ASIANTILES,Asian Granito India Limited,Furniture-Furnishing-Paints,BSE
ASIANTILES,Asian Granito India Limited,Furniture-Furnishing-Paints,NSE
ASIANTNE,ASIAN TEA & EXPORTS LTD.-$,Comm.Trading  & Distribution,BSE
ASIAPAK,ASIA PACK LTD.,Textiles,BSE
ASIIL,ASI Industries Ltd,Mining,BSE
ASINPET,ASIAN PETROPRODUCTS & EXPORTS LTD.,Commodity Chemicals,BSE
ASITCFIN,ASIT C.MEHTA FINANCIAL SERVICES LTD.,Other Financial Services,BSE
ASL,Arihant Superstructures Limited,Realty,BSE
ASMTEC,ASM TECHNOLOGIES LTD.,IT Consulting & Software,BSE
ASPINWALL,Aspinwall and Company Limited,,NSE
ASRL,Add-Shop ERetail Ltd,Distributors,BSE
ASSAMENT,Assam Entrade Ltd,Finance (including NBFCs),BSE
ASTAR,ASIAN STAR CO.LTD.-$,Other Apparels & Accessories,BSE
ASTEC,Astec LifeSciences Limited,Agrochemicals,NSE
ASTEC,Astec LifeSciences Limited,Agrochemicals,BSE
ASTERDM,Aster DM Healthcare Limited,Healthcare Services,NSE
ASTERDM,Aster DM Healthcare Limited,Healthcare Services,BSE
ASTRAL,Astral Poly Technik Limited,Plastic Products,NSE
ASTRAL,Astral Poly Technik Limited,Plastic Products,BSE
ASTRAMICRO,Astra Microwave Products Limited,Defence,NSE
ASTRAMICRO,Astra Microwave Products Limited,Defence,BSE
ASTRAZEN,AstraZeneca Pharma India Limited,Pharmaceuticals,NSE
ASTRAZEN,AstraZeneca Pharma India Limited,Pharmaceuticals,BSE
ASTRON,Astron Paper & Board Mill Limited,Paper & Paper Products,BSE
ASTRON,Astron Paper & Board Mill Limited,Paper & Paper Products,NSE
ASUTENT,ASUTOSH ENTERPRISES LTD.,Comm.Trading  & Distribution,BSE
ASWTR,AASWA TRADING & EXPORTS LTD.,Comm.Trading  & Distribution,BSE
ASYAINFO,Asya Infosoft Limited,IT Consulting & Software,BSE
ASYL,Advance Syntex Ltd,Containers & Packaging,BSE
ATAM,Atam Valves Ltd,Industrial Machinery,BSE
ATFL,Agro Tech Foods Limited,Other Agricultural Products,BSE
ATFL,Agro Tech Foods Limited,Other Agricultural Products,NSE
ATGL,Adani Total Gas Limited,Integrated Oil & Gas,NSE
ATGL,Adani Total Gas Limited,Integrated Oil & Gas,BSE
ATHARVENT,ATHARV ENTERPRISES LTD.,Finance (including NBFCs),BSE
ATHCON,Athena Constructions Ltd,Realty,BSE
ATHENAGLO,Athena Global Technologies Ltd-$,IT Software Products,BSE
ATISHAY,Atishay Ltd,IT Software Products,BSE
ATLANTA,Atlanta  Limited,Construction & Engineering,NSE
ATLANTA,Atlanta  Limited,Construction & Engineering,BSE
ATUL,Atul Limited,Specialty Chemicals,BSE
ATUL,Atul Limited,Specialty Chemicals,NSE
ATULAUTO,Atul Auto Limited,2/3 Wheelers,BSE
ATULAUTO,Atul Auto Limited,2/3 Wheelers,NSE
ATVPR,ATV PROJECTS INDIA LTD.,Construction & Engineering,BSE
AUBANK,AU Small Finance Bank Limited,Banks,NSE
AUBANK,AU Small Finance Bank Limited,Banks,BSE
AURIONPRO,Aurionpro Solutions Limited,IT Software Products,BSE
AURIONPRO,Aurionpro Solutions Limited,IT Software Products,NSE
AUROCOK,AUROMA COKE LTD.,Coal,BSE
AUROLAB,AURO LABORATORIES LTD.,Pharmaceuticals,BSE
AUROPHARMA,Aurobindo Pharma Limited,Pharmaceuticals,NSE
AUROPHARMA,Aurobindo Pharma Limited,Pharmaceuticals,BSE
AUSOMENT,Ausom Enterprise Limited,Comm.Trading  & Distribution,BSE
AUSOMENT,Ausom Enterprise Limited,Comm.Trading  & Distribution,NSE
AUSTENG,AUSTIN ENGINEERING CO.LTD.,Industrial Machinery,BSE
AUTOAXLES,Automotive Axles Limited,Auto Parts & Equipment,NSE
AUTOAXLES,Automotive Axles Limited,Auto Parts & Equipment,BSE
AUTOIND,Autoline Industries Limited,Auto Parts & Equipment,NSE
AUTOIND,Autoline Industries Limited,Auto Parts & Equipment,BSE
AUTOINT,AUTORIDERS INTERNATIONAL LTD.,Transportation - Logistics,BSE
AUTOPINS,AUTO PINS (INDIA) LTD.,Auto Parts & Equipment,BSE
AVADHSUGAR,Avadh Sugar & Energy Limited,Sugar,NSE
AVADHSUGAR,Avadh Sugar & Energy Limited,Sugar,BSE
AVAILFC,AVAILABLE FINANCE LTD.,Other Financial Services,BSE
AVANTEL,AVANTEL LTD.,Telecom Equipment,BSE
AVANTI,AVANTI FEEDS LTD.-$,Other Food Products,BSE
AVANTIFEED,Avanti Feeds Limited,,NSE
AVI,AVI Polymers Ltd,Specialty Chemicals,BSE
AVIVA,AVIVA INDUSTRIES LTD.,Comm.Trading  & Distribution,BSE
AVL,Aditya Vision Ltd,Specialty Retail,BSE
AVONMORE,Avonmore Capital & Management Services Limited,Finance (including NBFCs),BSE
AVTNPL,AVT Natural Products Limited,Other Agricultural Products,NSE
AVTNPL,AVT Natural Products Limited,Other Agricultural Products,BSE
AWHCL,Antony Waste Handling Cell Limited,Misc.Commercial Services,NSE
AWHCL,Antony Waste Handling Cell Limited,Misc.Commercial Services,BSE
AXELPOLY,AXEL POLYMERS LTD.,Plastic Products,BSE
AXISAEDGG,Axis Equity Advantage Fund- Series 1 Direct Plan- Growth, ,BSE
AXISAEGPG,Axis Equity Advantage Fund- Series 1 Regular Plan- Growth, ,BSE
AXISBANK,Axis Bank Limited,Banks,BSE
AXISBANK,Axis Bank Limited,Banks,NSE
AXISCADES,AXISCADES Technologies Limited,BPO/KPO,BSE
AXISCADES,AXISCADES Technologies Limited,BPO/KPO,NSE
AXISCBD1D,Axis Capital Builder Fund - Series 1 (1540 Days) - Direct Plan  - Dividend Payout, ,BSE
AXISCBDGG,Axis Capital Builder Fund - Series 1 (1540 Days) - Direct Plan  - Growth, ,BSE
AXISCBDPD,Axis Capital Builder Fund - Series 1 (1540 Days) - Regular Plan  - Dividend Payout, ,BSE
AXISCBGPG,Axis Capital Builder Fund - Series 1 (1540 Days) - Regular Plan  - Growth, ,BSE
AXISCCDGG,Axis&#160;Capital&#160;Builder&#160;Fund&#160;-&#160;Series&#160;4&#160;(1582&#160;days)&#160;-Direct&#160;Plan&#160;-&#160;Growth&#160;Option, ,BSE
AXISCCDID,Axis&#160;Capital&#160;Builder&#160;Fund&#160;-&#160;Series&#160;4&#160;(1582&#160;days)&#160;-, ,BSE
AXISCCDPD,Axis&#160;Capital&#160;Builder&#160;Fund&#160;-&#160;Series&#160;4&#160;(1582&#160;days)&#160;-Regular&#160;Plan&#160;-&#160;Dividend&#160;Payout&#160;Option, ,BSE
AXISCCGPG,Axis&#160;Capital&#160;Builder&#160;Fund&#160;-&#160;Series&#160;4&#160;(1582&#160;days)&#160;- Regular&#160;Plan&#160;-&#160;Growth&#160;Option, ,BSE
AXITA,Axita Cotton Ltd,Textiles,BSE
AXTEL,AXTEL INDUSTRIES LTD.,Industrial Machinery,BSE
AYMSYNTEX,AYM Syntex Limited,Textiles,BSE
AYMSYNTEX,AYM Syntex Limited,Textiles,NSE
AYOME,AYOKI MERCANTILE LTD.,Comm.Trading  & Distribution,BSE
B2BSOFT,B2B SOFTWARE TECHNOLOGIES LTD.,IT Software Products,BSE
BABA,BABA ARTS LTD.-$,Movies & Entertainment,BSE
BACPHAR,BACIL PHARMA LTD.,Pharmaceuticals,BSE
BAFNAPH,Bafna Pharmaceuticals Limited,,NSE
BAFNAPHARM,BAFNA PHARMACEUTICALS LTD.,Pharmaceuticals,BSE
BAGFILMS,B.A.G Films and Media Limited,Broadcasting & Cable TV,BSE
BAGFILMS,B.A.G Films and Media Limited,Broadcasting & Cable TV,NSE
BAJAJ-AUTO,Bajaj Auto Limited,2/3 Wheelers,BSE
BAJAJ-AUTO,Bajaj Auto Limited,2/3 Wheelers,NSE
BAJAJCON,Bajaj Consumer Care Limited,Personal Products,NSE
BAJAJCON,Bajaj Consumer Care Limited,Personal Products,BSE
BAJAJELEC,Bajaj Electricals Limited,Household Appliances,BSE
BAJAJELEC,Bajaj Electricals Limited,Household Appliances,NSE
BAJAJFINSV,Bajaj Finserv Limited,Holding Companies,BSE
BAJAJFINSV,Bajaj Finserv Limited,Holding Companies,NSE
BAJAJHCARE,Bajaj Healthcare Ltd,Pharmaceuticals,BSE
BAJAJHIND,Bajaj Hindusthan Sugar Limited,Sugar,BSE
BAJAJHIND,Bajaj Hindusthan Sugar Limited,Sugar,NSE
BAJAJHLDNG,Bajaj Holdings & Investment Limited,Holding Companies,BSE
BAJAJHLDNG,Bajaj Holdings & Investment Limited,Holding Companies,NSE
BAJAJST,BAJAJ STEEL INDUSTRIES LTD.,Industrial Machinery,BSE
BAJFINANCE,Bajaj Finance Limited,Finance (including NBFCs),NSE
BAJFINANCE,Bajaj Finance Limited,Finance (including NBFCs),BSE
BAJGLOB,BAJAJ GLOBAL LTD.,Comm.Trading  & Distribution,BSE
BAJRFIN,BAJRANG FINANCE LTD.,Misc.Commercial Services,BSE
BALAJITELE,Balaji Telefilms Limited,Broadcasting & Cable TV,NSE
BALAJITELE,Balaji Telefilms Limited,Broadcasting & Cable TV,BSE
BALAMINES,Balaji Amines Limited,Specialty Chemicals,BSE
BALAMINES,Balaji Amines Limited,Specialty Chemicals,NSE
BALAXI,BALAXI PHARMACEUTICALS LIMITED,,NSE
BALFC,BAID LEASING AND FINANCE CO.LTD.,Finance (including NBFCs),BSE
BALGOPAL,Balgopal Commercial Ltd,Comm.Trading  & Distribution,BSE
BALKRISHNA,Balkrishna Paper Mills Limited,Containers & Packaging,NSE
BALKRISHNA,Balkrishna Paper Mills Limited,Containers & Packaging,BSE
BALKRISIND,Balkrishna Industries Limited,Auto Tyres & Rubber Products,BSE
BALKRISIND,Balkrishna Industries Limited,Auto Tyres & Rubber Products,NSE
BALLARPUR,Ballarpur Industries Limited,Paper & Paper Products,NSE
BALLARPUR,Ballarpur Industries Limited,Paper & Paper Products,BSE
BALMLAWRIE,Balmer Lawrie & Company Limited,Diversified,NSE
BALMLAWRIE,Balmer Lawrie & Company Limited,Diversified,BSE
BALPHARMA,Bal Pharma Limited,Pharmaceuticals,BSE
BALPHARMA,Bal Pharma Limited,Pharmaceuticals,NSE
BALRAMCHIN,Balrampur Chini Mills Limited,Sugar,BSE
BALRAMCHIN,Balrampur Chini Mills Limited,Sugar,NSE
BALTE,BALURGHAT TECHNOLOGIES LTD.,Surface Transportation,BSE
BALUFORGE,Balu Forge Industries Ltd,Industrial Machinery,BSE
BAMBINO,BAMBINO AGRO INDUSTRIES LTD.,Packaged Foods,BSE
BAMPSL,BAMPSL SECURITIES LTD.,Finance (including NBFCs),BSE
BANARBEADS,Banaras Beads Limited,Other Apparels & Accessories,NSE
BANARBEADS,Banaras Beads Limited,Other Apparels & Accessories,BSE
BANARISUG,Bannari Amman Sugars Limited,Sugar,NSE
BANARISUG,Bannari Amman Sugars Limited,Sugar,BSE
BANASFN,BANAS FINANCE LTD.,Misc.Commercial Services,BSE
BANCOINDIA,Banco Products (I) Limited,Auto Parts & Equipment,NSE
BANCOINDIA,Banco Products (I) Limited,Auto Parts & Equipment,BSE
BANDHANBNK,Bandhan Bank Limited,Banks,BSE
BANDHANBNK,Bandhan Bank Limited,Banks,NSE
BANG,Bang Overseas Limited,Other Apparels & Accessories,BSE
BANG,Bang Overseas Limited,Other Apparels & Accessories,NSE
BANKA,Banka BioLoo Limited,,NSE
BANKBARODA,Bank of Baroda,Banks,NSE
BANKBARODA,Bank of Baroda,Banks,BSE
BANKBEES,NIPPON INDIA ETF BANK BEES,Other Financial Services,BSE
BANKINDIA,Bank of India,Banks,BSE
BANKINDIA,Bank of India,Banks,NSE
BANSTEA,BANSISONS TEA INDUSTRIES LTD.,Tea & Coffee,BSE
BANSWRAS,Banswara Syntex Limited,Textiles,NSE
BANSWRAS,Banswara Syntex Limited,Textiles,BSE
BAPACK,B&A Packaging India Limited,Paper & Paper Products,BSE
BARBEQUE,Barbeque Nation Hospitality Limited,Restaurants,NSE
BARBEQUE,Barbeque Nation Hospitality Limited,Restaurants,BSE
BAROEXT,BARODA EXTRUSION LTD.,Copper,BSE
BARONINF,BARON INFOTECH LTD.,IT Software Products,BSE
BARTRONICS,Bartronics India Limited,Misc.Commercial Services,BSE
BARTRONICS,Bartronics India Limited,Misc.Commercial Services,NSE
BASANTGL,BASANT AGRO TECH (INDIA) LTD.-$,Fertilizers,BSE
BASF,BASF India Limited,Specialty Chemicals,NSE
BASF,BASF India Limited,Specialty Chemicals,BSE
BASML,Bannari Amman Spinning Mills Limited,Textiles,NSE
BASML,Bannari Amman Spinning Mills Limited,Textiles,BSE
BATAINDIA,Bata India Limited,Footwear,NSE
BATAINDIA,Bata India Limited,Footwear,BSE
BATLIBOI,BATLIBOI LTD.-$,Industrial Machinery,BSE
BAYERCROP,Bayer Cropscience Limited,Agrochemicals,NSE
BAYERCROP,Bayer Cropscience Limited,Agrochemicals,BSE
BAZELINTER,Bazel International Ltd,Finance (including NBFCs),BSE
BBL,Bharat Bijlee Limited,Other Elect.Equip./ Prod.,NSE
BBL,Bharat Bijlee Limited,Other Elect.Equip./ Prod.,BSE
BBTC,Bombay Burmah Trading Corporation Limited,Tea & Coffee,NSE
BBTC,Bombay Burmah Trading Corporation Limited,Tea & Coffee,BSE
BCCFUBA,BCC FUBA INDIA LTD.,Electronic Components,BSE
BCG,Brightcom Group Limited,IT Software Products,NSE
BCG,Brightcom Group Limited,IT Software Products,BSE
BCLENTERPR,BCL Enterprises Ltd,Finance (including NBFCs),BSE
BCLIL,BCL Industries Ltd-$,Edible Oils,BSE
BCLIND,Bcl Industries Limited,,NSE
BCP,B.C. Power Controls Ltd,Other Elect.Equip./ Prod.,NSE
BCP,B.C. Power Controls Ltd,Other Elect.Equip./ Prod.,BSE
BCPL,BCPL Railway Infrastructure Ltd,Construction & Engineering,BSE
BDH,BDH INDUSTRIES LTD.,Pharmaceuticals,BSE
BDL,Bharat Dynamics Limited,Defence,NSE
BDL,Bharat Dynamics Limited,Defence,BSE
BEARDSELL,Beardsell Limited,Containers & Packaging,BSE
BEARDSELL,Beardsell Limited,Containers & Packaging,NSE
BECTORFOOD,Mrs. Bectors Food Specialities Limited,Packaged Foods,BSE
BECTORFOOD,Mrs. Bectors Food Specialities Limited,Packaged Foods,NSE
BEDMUTHA,Bedmutha Industries Limited,Iron & Steel Products,NSE
BEDMUTHA,Bedmutha Industries Limited,Iron & Steel Products,BSE
BEEKAY,Beekay Steel Industries Ltd,Iron & Steel/Interm.Products,BSE
BEEYU,BEEYU OVERSEAS LTD.,Comm.Trading  & Distribution,BSE
BEL,Bharat Electronics Limited,Defence,NSE
BEL,Bharat Electronics Limited,Defence,BSE
BELLACASA,Bella Casa Fashion & Retail Ltd,Textiles,BSE
BEMHY,BEMCO HYDRAULICS LTD.,Other Industrial Goods,BSE
BEML,BEML Limited,Commercial Vehicles,BSE
BEML,BEML Limited,Commercial Vehicles,NSE
BENARA,Benara Bearings and Pistons Ltd,Other Industrial Goods,BSE
BENARAS,BENARES HOTELS LTD.,Hotels,BSE
BENGALASM,BENGAL & ASSAM COMPANY LTD.,Finance (including NBFCs),BSE
BENGALS,BENGAL STEEL INDUSTRIES LTD.,Iron & Steel/Interm.Products,BSE
BENGALT,BENGAL TEA & FABRICS LTD.,Textiles,BSE
BENTCOM,BENTLEY COMMERCIAL ENTERPRISES LTD.,Misc.Commercial Services,BSE
BEPL,Bhansali Engineering Polymers Limited,Specialty Chemicals,BSE
BEPL,Bhansali Engineering Polymers Limited,Specialty Chemicals,NSE
BERGEPAINT,Berger Paints (I) Limited,Furniture-Furnishing-Paints,BSE
BERGEPAINT,Berger Paints (I) Limited,Furniture-Furnishing-Paints,NSE
BERLDRG,BERYL DRUGS LTD.,Pharmaceuticals,BSE
BERVINL,BERVIN INVESTMENT & LEASING LTD.,Other Financial Services,BSE
BERYLSE,BERYL SECURITIES LTD.,Finance (including NBFCs),BSE
BESTAGRO,Best Agrolife Limited,Agrochemicals,NSE
BESTAGRO,Best Agrolife Limited,Agrochemicals,BSE
BESTEAST,BEST EASTERN HOTELS LTD.,Hotels,BSE
BETXIND,BETEX INDIA LTD.,Textiles,BSE
BFFL,Bangalore Fort Farms Ltd,Jute & Jute Products,BSE
BFINVEST,BF Investment Limited,Holding Companies,NSE
BFINVEST,BF Investment Limited,Holding Companies,BSE
BFLAFL,BFL Asset Finvest Ltd,Finance (including NBFCs),BSE
BFUTILITIE,BF Utilities Limited,Electric Utilities,NSE
BFUTILITIE,BF Utilities Limited,Electric Utilities,BSE
BGJL,Bhakti Gems and Jewellery Ltd,Other Apparels & Accessories,BSE
BGRENERGY,BGR Energy Systems Limited,Heavy Electrical Equipment,BSE
BGRENERGY,BGR Energy Systems Limited,Heavy Electrical Equipment,NSE
BGWTATO,BHAGWATI AUTOCAST LTD.,Auto Parts & Equipment,BSE
BHAGCHEM,BHAGIRADHA CHEMICALS & INDUSTRIES LTD.,Agrochemicals,BSE
BHAGERIA,Bhageria Industries Limited,,NSE
BHAGIL,Bhageria Industries Ltd,Commodity Chemicals,BSE
BHAGWOX,BHAGWATI OXYGEN LTD.,Commodity Chemicals,BSE
BHAGYANGR,Bhagyanagar India Limited,,NSE
BHAGYAPROP,Bhagyanagar Properties Limited,Realty,NSE
BHAGYAPROP,Bhagyanagar Properties Limited,Realty,BSE
BHAGYNAGAR,BHAGYANAGAR INDIA LTD.,Copper,BSE
BHANDARI,Bhandari Hosiery Exports Limited,,NSE
BHANDERI,Bhanderi Infracon Ltd,Realty,BSE
BHANDHOS,BHANDARI HOSIERY EXPORTS LTD.,Other Apparels & Accessories,BSE
BHARAT,BHARAT BHUSHAN SHARE & COMMODITY BROKERS LTD.,Other Financial Services,BSE
BHARATAGRI,BHARAT AGRI FERT & REALTY LTD.,Fertilizers,BSE
BHARATFORG,Bharat Forge Limited,Other Industrial Products,NSE
BHARATFORG,Bharat Forge Limited,Other Industrial Products,BSE
BHARATGEAR,Bharat Gears Limited,Auto Parts & Equipment,BSE
BHARATGEAR,Bharat Gears Limited,Auto Parts & Equipment,NSE
BHARATRAS,Bharat Rasayan Limited,Agrochemicals,NSE
BHARATRAS,Bharat Rasayan Limited,Agrochemicals,BSE
BHARATSE,BHARAT SEATS LTD.-$,Auto Parts & Equipment,BSE
BHARATWIRE,Bharat Wire Ropes Limited,Iron & Steel Products,NSE
BHARATWIRE,Bharat Wire Ropes Limited,Iron & Steel Products,BSE
BHARTIA,Bhartia Bachat Ltd,Finance (including NBFCs),BSE
BHARTIARTL,Bharti Airtel Limited,Telecom Services,BSE
BHARTIARTL,Bharti Airtel Limited,Telecom Services,NSE
BHASKAGR,BHASKAR AGROCHEMICALS LTD.,Agrochemicals,BSE
BHATIA,Bhatia Communications & Retail (India) Ltd,Specialty Retail,BSE
BHEL,Bharat Heavy Electricals Limited,Heavy Electrical Equipment,BSE
BHEL,Bharat Heavy Electricals Limited,Heavy Electrical Equipment,NSE
BHILSPIN,BHILWARA SPINNERS LTD.,Textiles,BSE
BI,BILCARE LTD.-$,Healthcare Supplies,BSE
BIBCL,BHARAT IMMUNOLOGICALS & BIOLOGICALS CORPORATION LTD.-$,Pharmaceuticals,BSE
BIGBLOC,Bigbloc Construction Limited,Cement & Cement Products,NSE
BIGBLOC,Bigbloc Construction Limited,Cement & Cement Products,BSE
